movieId,title,genres,title_clean,genres_text,tags_text,profile_text
163597,No Letting Go (2016),(no genres listed),no letting go (2016),,jonathan d. bucari,no letting go (2016) jonathan d. bucari
163599,The Work and the Glory (2004),Drama|Romance,the work and the glory (2004),drama romance,history mormon mormonism,the work and the glory (2004) drama romance history mormon mormonism
163601,The Work and the Glory II: American Zion (2005),Drama,the work and the glory ii: american zion (2005),drama,history mormon mormonism religion religious,the work and the glory ii: american zion (2005) drama history mormon mormonism religion religious
163603,The Work and the Glory III: A House Divided (2006),Drama,the work and the glory iii: a house divided (2006),drama,history mormon mormonism religion religious,the work and the glory iii: a house divided (2006) drama history mormon mormonism religion religious
163605,"The Book of Mormon Movie, Volume 1: The Journey (2003)",(no genres listed),"the book of mormon movie, volume 1: the journey (2003)",,mormon mormonism mythology,"the book of mormon movie, volume 1: the journey (2003) mormon mormonism mythology"
163607,Caffeinated (2015),(no genres listed),caffeinated (2015),,caffeine coffee hanh nguyen lifestyle vishal solanki,caffeinated (2015) caffeine coffee hanh nguyen lifestyle vishal solanki
163609,The Greater Good (2011),Documentary|Drama,the greater good (2011),documentary drama,health vaccines,the greater good (2011) documentary drama health vaccines
163611,Erebus: Operation Overdue (2014),Documentary,erebus: operation overdue (2014),documentary,antarctica aviation charlotte purdy disaster erebus new zealand peter burger,erebus: operation overdue (2014) documentary antarctica aviation charlotte purdy disaster erebus new zealand peter burger
163613,The Milky Way (2014),(no genres listed),the milky way (2014),,breastfeeding,the milky way (2014) breastfeeding
163615,Citizen Soldier (2016),Action|Documentary,citizen soldier (2016),action documentary,afghanistan combat footage war,citizen soldier (2016) action documentary afghanistan combat footage war
163617,The Phone Call (2013),Drama,the phone call (2013),drama,acting call center callcenter idea original short witty,the phone call (2013) drama acting call center callcenter idea original short witty
163619,The Mini-Skirt Mob (1968),Action|Thriller,the mini-skirt mob (1968),action thriller,biker biker movie,the mini-skirt mob (1968) action thriller biker biker movie
163621,Hell's Belles (1969),Action|Drama,hell's belles (1969),action drama,bike gang money motorcycle race revenge road movie theft,hell's belles (1969) action drama bike gang money motorcycle race revenge road movie theft
163623,The Cycle Savages (1969),Action|Drama,the cycle savages (1969),action drama,biker independent film motorcycle gang,the cycle savages (1969) action drama biker independent film motorcycle gang
163625,The One (2011),Comedy|Drama|Romance,the one (2011),comedy drama romance,gay lgbtq+ woman director,the one (2011) comedy drama romance gay lgbtq+ woman director
163627,Channel 13 (1987),Horror,channel 13 (1987),horror,anthology television,channel 13 (1987) horror anthology television
163629,Been Down So Long It Looks Like Up To Me (1971),Drama,been down so long it looks like up to me (1971),drama,college life kiss,been down so long it looks like up to me (1971) drama college life kiss
163631,Last Summer (2013),Drama|Romance,last summer (2013),drama romance,alabama childhood sweethearts gay leaving home lgbt rural setting separation small town summer voiceover,last summer (2013) drama romance alabama childhood sweethearts gay leaving home lgbt rural setting separation small town summer voiceover
163633,Buried Alive (2007),Action|Adventure|Horror|Thriller,buried alive (2007),action adventure horror thriller,burial elimination derby necklace slasher sorority symbol tattoo,buried alive (2007) action adventure horror thriller burial elimination derby necklace slasher sorority symbol tattoo
163635,Coaching Colburn (2015),Documentary,coaching colburn (2015),documentary,,coaching colburn (2015) documentary
163637,L'assedio dell'Alcazar (1940),(no genres listed),l'assedio dell'alcazar (1940),,propaganda siege spanish civil war toledo,l'assedio dell'alcazar (1940) propaganda siege spanish civil war toledo
163639,DC Super Hero Girls: Hero of the Year (2016),Animation,dc super hero girls: hero of the year (2016),animation,dc comics superhero,dc super hero girls: hero of the year (2016) animation dc comics superhero
163641,Invoked (2015),Horror|Mystery|Thriller,invoked (2015),horror mystery thriller,,invoked (2015) horror mystery thriller
163643,Resurrection (2016),Horror,resurrection (2016),horror,,resurrection (2016) horror
163645,Hacksaw Ridge (2016),Drama|War,hacksaw ridge (2016),drama war,alcoholic american propaganda andrew garfield badass pacifist based on a true story based on true events bible big damn heroes biography brutal conscientious objector director: mel gibson drama faith gore gory hero history horrors of war hugo weaving humanity inspirational intense japan lone fighter long medic mel gibson melodramatic no one gets left behind okinawa jap oscar nominee: best picture oscar nominee: best picture 2016 pacifism pathos propaganda realistic religion religious seventh-day adventist soldier syndey aus teresa palmer touching true story u.s. military vince vaughn violent violent father war war hero world war ii wwii,hacksaw ridge (2016) drama war alcoholic american propaganda andrew garfield badass pacifist based on a true story based on true events bible big damn heroes biography brutal conscientious objector director: mel gibson drama faith gore gory hero history horrors of war hugo weaving humanity inspirational intense japan lone fighter long medic mel gibson melodramatic no one gets left behind okinawa jap oscar nominee: best picture oscar nominee: best picture 2016 pacifism pathos propaganda realistic religion religious seventh-day adventist soldier syndey aus teresa palmer touching true story u.s. military vince vaughn violent violent father war war hero world war ii wwii
163647,Archivo 253 (2015),Horror,archivo 253 (2015),horror,found footage psychiatric hospital,archivo 253 (2015) horror found footage psychiatric hospital
163649,Fairlane Road (2016),Horror|Mystery|Thriller,fairlane road (2016),horror mystery thriller,supernatural suspense,fairlane road (2016) horror mystery thriller supernatural suspense
163651,Night of the Wild (2015),Horror|Thriller,night of the wild (2015),horror thriller,animal attack dog killer dog meteor small town violence,night of the wild (2015) horror thriller animal attack dog killer dog meteor small town violence
163653,David Cross: Making America Great Again (2016),Comedy,david cross: making america great again (2016),comedy,stand-up comedy,david cross: making america great again (2016) comedy stand-up comedy
163655,Espace détente (2005),Comedy,espace détente (2005),comedy,camcorder coffee company,espace détente (2005) comedy camcorder coffee company
163659,Paanch (2003),(no genres listed),paanch (2003),,kidnapping kidnapping gone wrong,paanch (2003) kidnapping kidnapping gone wrong
163661,Rat Fever (2012),Drama,rat fever (2012),drama,brazilian drama,rat fever (2012) drama brazilian drama
163663,Other People (2016),Drama,other people (2016),drama,authentic cancer treatment deals with death dysfunctional family gay jesse plemmons jesse plemons lgbt misfits molly shannon,other people (2016) drama authentic cancer treatment deals with death dysfunctional family gay jesse plemmons jesse plemons lgbt misfits molly shannon
163665,The First Annual 'On Cinema' Oscar Special (2013),Comedy,the first annual 'on cinema' oscar special (2013),comedy,,the first annual 'on cinema' oscar special (2013) comedy
163667,Travis (2004),(no genres listed),travis (2004),,woman director,travis (2004) woman director
163669,Out of My Hand (2015),Drama,out of my hand (2015),drama,immigration labor strike liberia poverty,out of my hand (2015) drama immigration labor strike liberia poverty
163671,The Crazy Family (1984),Comedy|Drama,the crazy family (1984),comedy drama,,the crazy family (1984) comedy drama
163673,School in the Crosshairs (1981),Fantasy|Sci-Fi,school in the crosshairs (1981),fantasy sci-fi,,school in the crosshairs (1981) fantasy sci-fi
163675,Kill (2008),(no genres listed),kill (2008),,martial arts,kill (2008) martial arts
163677,Ode (1999),(no genres listed),ode (1999),,woman director,ode (1999) woman director
163679,People of a Feather (2012),Documentary,people of a feather (2012),documentary,,people of a feather (2012) documentary
163681,Mostly Ghostly 3: One Night in Doom House (2016),Children|Fantasy|Horror,mostly ghostly 3: one night in doom house (2016),children fantasy horror,based on children's book ghost halloween haunted house,mostly ghostly 3: one night in doom house (2016) children fantasy horror based on children's book ghost halloween haunted house
163683,Getulio (2014),Drama,getulio (2014),drama,brazilian politics,getulio (2014) drama brazilian politics
163685,The Star of Bethlehem (2007),Documentary,the star of bethlehem (2007),documentary,bethlehem bible christian star,the star of bethlehem (2007) documentary bethlehem bible christian star
163687,The Black Test Car (1962),Action|Drama|Thriller,the black test car (1962),action drama thriller,bar hostess business man confession corporate crime corporate greed crash highway loudspeaker playground promotion prototype spy war veteran whiskey,the black test car (1962) action drama thriller bar hostess business man confession corporate crime corporate greed crash highway loudspeaker playground promotion prototype spy war veteran whiskey
163689,Tropicália (2012),Documentary,tropicália (2012),documentary,,tropicália (2012) documentary
163691,City 40 (2016),Documentary,city 40 (2016),documentary,nuclear nuclear weapons russia woman director,city 40 (2016) documentary nuclear nuclear weapons russia woman director
163693,"Detective Bureau 2-3: Go to Hell, Bastards! (1963)",Action,"detective bureau 2-3: go to hell, bastards! (1963)",action,,"detective bureau 2-3: go to hell, bastards! (1963) action"
163695,The King of Pigs (2011),Animation,the king of pigs (2011),animation,bully,the king of pigs (2011) animation bully
163697,Siccîn (2014),Horror,siccîn (2014),horror,,siccîn (2014) horror
163699,Fall of Ming (2013),Drama,fall of ming (2013),drama,woman director,fall of ming (2013) drama woman director
163701,Siccin 3: Cürmü Ask (2016),Horror,siccin 3: cürmü ask (2016),horror,demon sequel,siccin 3: cürmü ask (2016) horror demon sequel
163703,Sabit Kanca 2 (2014),Comedy,sabit kanca 2 (2014),comedy,sequel,sabit kanca 2 (2014) comedy sequel
